#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
k_ahnqiraj;Ahn'qiraj;Ahn'qiraj;Ahn'qiraj;;Ahn'qiraj;;;;;;;;;x
k_ahnqiraj_adj;Ahn'qirajian;Anh'qiraji;ahn'qirajer;;;;;;;;;;;x
k_alterac;Alterac;Alterac;Alterac;;Alterac;;;;;;;;;x
k_alterac_adj;Alteracian;Alteracie;alteracer;;;;;;;;;;;x
k_ashenvale;Ashenvale;Orneval;Ashenvale;;Ashenvale;;;;;;;;;x
k_ashenvale_adj;Ashenvalean;Ornevalienne;ashenvaler;;;;;;;;;;;x
k_azshara;Azshara;Azshara;Azshara;;Azshara;;;;;;;;;x
k_azshara_adj;Azsharan;Azsharenne;azsharer;;;;;;;;;;;x
k_azuremyst;Azuremyst;Brume-Azur;Azuremyst;;Azuremyst;;;;;;;;;x
k_azuremyst_adj;Azuremystian;Brume-Azurienne;azuremyster;;;;;;;;;;;x
k_barrens;Barrens;Les Tarides;Barrens;;Barrens;;;;;;;;;x
k_barrens_adj;Barrensian;Taridienne;barrenser;;;;;;;;;;;x
k_black_morass;Black Morass;Morasses Noires;Black Morass;;Black Morass;;;;;;;;;x
k_black_morass_adj;Black Morassian;Morasienne;Black Morasser;;;;;;;;;;;x
k_blackrock;Blackrock;Rochenoire;Blackrock;;Blackrock;;;;;;;;;x
k_blackrock_adj;Blackrockian;Rochenoire;blackrocker;;;;;;;;;;;x
k_booty_bay;Booty Bay;Baie-du-Butin;Booty Bay;;Booty Bay;;;;;;;;;x
k_booty_bay_adj;Booty Baian;Baie-du-Butienne;Booty Baer;;;;;;;;;;;x
k_borean_tundra;Borean Tundra;Toundra Boréenne;Borean Tundra;;Borean Tundra;;;;;;;;;x
k_borean_tundra_adj;Borean Tundran;Boréenne;Borean Tundrer;;;;;;;;;;;x
k_crystalsong_forest;Crystalsong Forest;Forêt du Chant de cristal;Crystalsong Forest;;Crystalsong Forest;;;;;;;;;x
k_crystalsong_forest_adj;Crystalsong Forestian;Cristalinne;Crystalsong Forester;;;;;;;;;;;x
k_dalaran;Dalaran;Dalaran;Dalaran;;Dalaran;;;;;;;;;x
k_dalaran_adj;Dalaranian;Dalaranaise;dalaraner;;;;;;;;;;;x
k_darkshore;Darkshore;Sombrivage;Darkshore;;Darkshore;;;;;;;;;x
k_darkshore_adj;Darkshorean;Sombrivagienne;darkshorer;;;;;;;;;;;x
k_desolace;Desolace;Désolace;Desolace;;Desolace;;;;;;;;;x
k_desolace_adj;Desolacean;Désolacienne;desolacer;;;;;;;;;;;x
k_dragonblight;Dragonblight;Désolation des dragons;Dragonblight;;Dragonblight;;;;;;;;;x
k_dragonblight_adj;Dragonblightian;Désolation-draconique;dragonblighter;;;;;;;;;;;x
k_draktharon;Drak'tharon;Drak'tharon;Drak'tharon;;Drak'tharon;;;;;;;;;x
k_draktharon_adj;Drak'tharonian;Drak'tharonne;drak'tharoner;;;;;;;;;;;x
k_dun_niffelem;Dun Niffelem;Dun Niffelem;Dun Niffelem;;Dun Niffelem;;;;;;;;;x
k_dun_niffelem_adj;Dun Niffelemian;Dun Niffelemme;Dun Niffelemer;;;;;;;;;;;x
k_durotan;Durotan;Durotan;Durotan;;Durotan;;;;;;;;;x
k_durotan_adj;Durotanian;Durotanne;durotaner;;;;;;;;;;;x
k_dustwallow;Dustwallow;Âprefange;Dustwallow;;Dustwallow;;;;;;;;;x
k_dustwallow_adj;Dustwallowian;Âprefangienne;dustwallower;;;;;;;;;;;x
k_feralas;Feralas;Féralas;Feralas;;Feralas;;;;;;;;;x
k_feralas_adj;Feralasian;Féralassienne;feralaser;;;;;;;;;;;x
k_frostmane;Frostmane;Crins-de-givre;Frostmane;;Frostmane;;;;;;;;;x
k_frostmane_adj;Frostmanean;Crins-de-givre;frostmaner;;;;;;;;;;;x
k_gilneas;Gilneas;Gilnéas;Gilneas;;Gilneas;;;;;;;;;x
k_gilneas_adj;Gilneasian;Gilnéassienne;gilneaser;;;;;;;;;;;x
k_gnomeregan;Gnomeregan;Gnomeregan;Gnomeregan;;Gnomeregan;;;;;;;;;x
k_gnomeregan_adj;Gnomereganian;Gnome;gnomereganer;;;;;;;;;;;x
k_grizzly_hills;Grizzly Hills;Les Grisonnes;Grizzly Hills;;Grizzly Hills;;;;;;;;;x
k_grizzly_hills_adj;Grizzly Hillsian;Grisonne;Grizzly Hillser;;;;;;;;;;;x
k_gurubashi;Gurubashi;Gurubashi;Gurubashi;;Gurubashi;;;;;;;;;x
k_gurubashi_adj;Gurubashian;Gurubashie;gurubasher;;;;;;;;;;;x
k_hillsbrad;Hillsbrad;Hautebrande;Hillsbrad;;Hillsbrad;;;;;;;;;x
k_hillsbrad_adj;Hillsbradian;Hautebrandienne;hillsbrader;;;;;;;;;;;x
k_hinterlands;Hinterlands;Hinterlands;Hinterlands;;Hinterlands;;;;;;;;;x
k_hinterlands_adj;Hinterlandsian;Hinterlandienne;hinterlandser;;;;;;;;;;;x
k_howling_fjord;Howling Fjord;Fjord Hurlant;Howling Fjord;;Howling Fjord;;;;;;;;;x
k_howling_fjord_adj;Howling Fjordian;Fjord Hurlante;Howling Fjorder;;;;;;;;;;;x
k_hyjal;Hyjal;Hyjal;Hyjal;;Hyjal;;;;;;;;;x
k_hyjal_adj;Hyjalian;Hyjalienne;hyjaler;;;;;;;;;;;x
k_icecrown;Icecrown;La Couronne de Glace;Icecrown;;Icecrown;;;;;;;;;x
k_icecrown_adj;Icecrownian;Couronne de Glacienne;icecrowner;;;;;;;;;;;x
k_ironforge;Ironforge;Forgefer;Ironforge;;Ironforge;;;;;;;;;x
k_ironforge_adj;Ironforgean;Forgeferienne;ironforger;;;;;;;;;;;x
k_isle_of_conquest;Isle of Conquest;Île des Conquérants;Isle of Conquest;;Isle of Conquest;;;;;;;;;x
k_isle_of_conquest_adj;Isle of Conquestian;Conquérante;Isle of Conquester;;;;;;;;;;;x
k_kezan;Kezan;Kezan;Kezan;;Kezan;;;;;;;;;x
k_kezan_adj;Kezanian;Kezanne;kezaner;;;;;;;;;;;x
k_kul_tiras;Kul Tiras;Kul Tiras;Kul Tiras;;Kul Tiras;;;;;;;;;x
k_kul_tiras_adj;Kul Tirasian;Kultirassienne;Kul Tiraser;;;;;;;;;;;x
k_lordaeron;Lordaeron;Lordaeron;Lordaeron;;Lordaeron;;;;;;;;;x
k_lordaeron_adj;Lordaeronian;Lordaeronnaise;lordaeroner;;;;;;;;;;;x
k_mechagon;Mechagon;Méchagon;Mechagon;;Mechagon;;;;;;;;;x
k_mechagon_adj;Mechagonian;Méchagone;mechagoner;;;;;;;;;;;x
k_moonglade;Moonglade;Reflet-de-Lune;Moonglade;;Moonglade;;;;;;;;;x
k_moonglade_adj;Moongladean;Reflet-de-Lunaire;moonglader;;;;;;;;;;;x
k_morlosaran;Morlos'aran;Morlos'aran;Morlos'aran;;Morlos'aran;;;;;;;;;x
k_morlosaran_adj;Morlos'aranian;Morlos'aranne;morlos'araner;;;;;;;;;;;x
k_mulgore;Mulgore;Mulgore;Mulgore;;Mulgore;;;;;;;;;x
k_mulgore_adj;Mulgorean;Mulgorienne;mulgorer;;;;;;;;;;;x
k_neferset;Neferset;Neferset;Neferset;;Neferset;;;;;;;;;x
k_neferset_adj;Nefersetian;Neferset;neferseter;;;;;;;;;;;x
k_orsis;Orsis;Orsis;Orsis;;Orsis;;;;;;;;;x
k_orsis_adj;Orsisian;Orsisse;orsiser;;;;;;;;;;;x
k_plunder_isle;Plunder Isle;Île du Pillage;Plunder Isle;;Plunder Isle;;;;;;;;;x
k_plunder_isle_adj;Plunder Islean;Pilleuse;Plunder Isler;;;;;;;;;;;x
k_quelthalas;Quel'thalas;Quel'thalas;Quel'thalas;;Quel'thalas;;;;;;;;;x
k_quelthalas_adj;Quel'thalasian;Thalassienne;quel'thalaser;;;;;;;;;;;x
k_ramkahen;Ramkahen;Ramkahen;Ramkahen;;Ramkahen;;;;;;;;;x
k_ramkahen_adj;Ramkahenian;Ramkahenne;ramkahener;;;;;;;;;;;x
k_sholazar_basin;Sholazar Basin;Bassin de Sholazar;Sholazar Basin;;Sholazar Basin;;;;;;;;;x
k_sholazar_basin_adj;Sholazar Basinian;Sholazare;Sholazar Basiner;;;;;;;;;;;x
k_silithus;Silithus;Silithus;Silithus;;Silithus;;;;;;;;;x
k_silithus_adj;Silithusian;Silithussienne;silithuser;;;;;;;;;;;x
k_south_islands;South Islands;Îles du Sud;South Islands;;South Islands;;;;;;;;;x
k_south_islands_adj;South Islandsian;Îles du Sudiste;South Islandser;;;;;;;;;;;x
k_stonetalon;Stonetalon;Serres-Rocheuses;Stonetalon;;Stonetalon;;;;;;;;;x
k_stonetalon_adj;Stonetalonian;Serre-Rocheuse;stonetaloner;;;;;;;;;;;x
k_storm_peaks;Storm Peaks;Pics Foudroyés;Storm Peaks;;Storm Peaks;;;;;;;;;x
k_storm_peaks_adj;Storm Peaksian;Pics Foudroyéenne;Storm Peakser;;;;;;;;;;;x
k_stormwind;Stormwind;Hurlevent;Stormwind;;Stormwind;;;;;;;;;x
k_stormwind_adj;Stormwindian;Hurleventoise;stormwinder;;;;;;;;;;;x
k_stratholme;Stratholme;Stratholme;Stratholme;;Stratholme;;;;;;;;;x
k_stratholme_adj;Stratholmean;Stratholmienne;stratholmer;;;;;;;;;;;x
k_stromgarde;Stromgarde;Stromgarde;Stromgarde;;Stromgarde;;;;;;;;;x
k_stromgarde_adj;Stromgardean;Stromgardienne;stromgarder;;;;;;;;;;;x
k_tanaris;Tanaris;Tanaris;Tanaris;;Tanaris;;;;;;;;;x
k_tanaris_adj;Tanarisian;Tanarisienne;tanariser;;;;;;;;;;;x
k_tel_abim;Tel Abim;Tel Abim;Tel Abim;;Tel Abim;;;;;;;;;x
k_tel_abim_adj;Tel Abimian;Tel Abimienne;Tel Abimer;;;;;;;;;;;x
k_thousand_needles;Thousand Needles;Mille Pointes;Thousand Needles;;Thousand Needles;;;;;;;;;x
k_thousand_needles_adj;Thousand Needlesian;Mille Pointaise;Thousand Needleser;;;;;;;;;;;x
k_tol_barad;Tol Barad;Tol Barad;Tol Barad;;Tol Barad;;;;;;;;;x
k_tol_barad_adj;Tol Baradian;Tol Baradienne;Tol Barader;;;;;;;;;;;x
k_tranquillien;Tranquillien;Tranquillien;Tranquillien;;Tranquillien;;;;;;;;;x
k_tranquillien_adj;Tranquillienian;Tranquillienne;tranquilliener;;;;;;;;;;;x
k_uldum;Uldum;Uldum;Uldum;;Uldum;;;;;;;;;x
k_uldum_adj;Uldumian;Uldumienne;uldumer;;;;;;;;;;;x
k_vermillion;Vermillion;Vermillion;Vermillion;;Vermillion;;;;;;;;;x
k_vermillion_adj;Vermillionian;Vermillion;vermillioner;;;;;;;;;;;x
k_voldun;Vol'dun;Vol'dun;Vol'dun;;Vol'dun;;;;;;;;;x
k_voldun_adj;Vol'dunian;Vol'dunienne;vol'duner;;;;;;;;;;;x
k_wetlands;Wetlands;Les Paluns;Wetlands;;Wetlands;;;;;;;;;x
k_wetlands_adj;Wetlandsian;Palune;wetlandser;;;;;;;;;;;x
k_wildhammer;Wildhammer;Marteau-Hardi;Wildhammer;;Wildhammer;;;;;;;;;x
k_wildhammer_adj;Wildhammerian;Marteau-Hardie;wildhammerer;;;;;;;;;;;x
k_winterspring;Winterspring;Berceau-de-l'Hiver;Winterspring;;Winterspring;;;;;;;;;x
k_winterspring_adj;Winterspringian;Hivernale;winterspringer;;;;;;;;;;;x
k_zandalar;Zandalar;Zandalar;Zandalar;;Zandalar;;;;;;;;;x
k_zandalar_adj;Zandalarian;Zandalarie;zandalarer;;;;;;;;;;;x
k_zulaman;Zul'aman;Zul'aman;Zul'aman;;Zul'aman;;;;;;;;;x
k_zulaman_adj;Zul'amanian;Zul'amanie;zul'amaner;;;;;;;;;;;x
k_zuldrak;Zul'drak;Zul'drak;Zul'drak;;Zul'drak;;;;;;;;;x
k_zuldrak_adj;Zul'drakian;Zul'drakienne;zul'draker;;;;;;;;;;;x
k_zulfarrak;Zul'farrak;Zul'farrak;Zul'farrak;;Zul'farrak;;;;;;;;;x
k_zulfarrak_adj;Zul'farrakian;Zul'farrakienne;zul'farraker;;;;;;;;;;;x
