#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
green_dragon;Green Dragon;Dragon vert;Gründrachisch;;;;;;;;;;;x
azerothian;Azerothian;azerothienne;Azerothisch;;;;;;;;;;;x
black_dragon;Black Dragon;Dragon noir;Schwarzdrachisch;;;;;;;;;;;x
dragon_group;Draconic;draconique;Drachisch;;;;;;;;;;;x
dark_iron;Dark Iron;Sombrefer;Dunkeleisenisch;;;;;;;;;;;x
wildhammer;Wildhammer;Marteau-hardi;Wildhammerisch;;;;;;;;;;;x
bronzebeard;Bronzebeard;Barbe-de-bronze;Bronzebärtisch;;;;;;;;;;;x
old_dwarven;Dwarven;Naine;Zwergisch;;;;;;;;;;;x
gnoll;Gnoll;Gnolle;Gnollisch;;;;;;;;;;;x
gnoll_group;Gnollish;Gnoll;Gnollisch;;;;;;;;;;;x
dwarf_group;Dwarven;Nain;Zwergisch;;;;;;;;;;;x
hillsbrad;Hillsbrad;Hautebrande;Hillsbradisch;;;;;;;;;;;x
arathorian;Stromic;Stromgardienne;Arathisch;;;;;;;;;;;x
gilnean;Gilnean;Gilnéenne;Gilneanisch;;;;;;;;;;;x
lordaeronian;Lordaeronian;Lordaeronienne;Lordaeronisch;;;;;;;;;;;x
human_group;Human;humain;Menschlich;;;;;;;;;;;x
murloc;Murloc;Murloque;Murlocisch;;;;;;;;;;;x
murloc_group;Murlocish;Murloc;Murlocisch;;;;;;;;;;;x
twilights_hammer;Twilight's Hammer;Marteau du Crépuscule;Zwielichtshammerisch;;;;;;;;;;;x
ogre;Ogre;Ogre;Ogrisch;;;;;;;;;;;x
ogre_group;Ogrish;Ogre;Ogrisch;;;;;;;;;;;x
laughting_skull;Laughtingskull;Crâne-Ricanant;Laughingskullisch;;;;;;;;;;;x
bonechewer;Bonechewer;Mâche-les-os;Bonechewerisch;;;;;;;;;;;x
thunderlord;Thunderlord;Sire-tonnerre;Donnerlordisch;;;;;;;;;;;x
stormreaver;Stormreaver;Foudreguerre;Stormreaverisch;;;;;;;;;;;x
burning_blade;Burningblade;Lame-Ardente;Burningbladeisch;;;;;;;;;;;x
blackrock;Blackrock;Rochenoire;Blackrockisch;;;;;;;;;;;x
bleeding_hollow;Bleeding Hollow;Orbite-Sanglante;Bleeding-hollowisch;;;;;;;;;;;x
shadowmoon;Shadowmoon;Ombrelune;Shadowmoonisch;;;;;;;;;;;x
warsong;Warsong;Chanteguerre;Warsongisch;;;;;;;;;;;x
dragonmaw;Dragonmaw;Gueule-de-dragon;Drachenmalisch;;;;;;;;;;;x
maghar;Maghar;Maghare;Magharisch;;;;;;;;;;;x
orcfel;Fel Orc;Gangrorque;Teufelsorkisch;;;;;;;;;;;x
orc_group;Orcish;Orc;Orkisch;;;;;;;;;;;x
atalai;Atal'ai;Atal'ai;Atal'aiisch;;;;;;;;;;;x
gurubashi;Gurubashi;Gurubashie;Gurubashiisch;;;;;;;;;;;x
troll_group;Troll;Troll;Trollisch;;;;;;;;;;;x
shattered_hand;Shattered Hand;Main-Brisée;Shattered-handisch;;;;;;;;;;;x
bloodscalp;Bloodscalp;Scalp-rouge;Blutskalpisch;;;;;;;;;;;x
skullsplitter;Skullsplitter;;Schädelsplitterisch;;;;;;;;;;;x
blackwater;Blackwater;;Schwarzwasserisch;;;;;;;;;;;x
goblin_group;Goblinish;Gobelin;Goblinisch;;;;;;;;;;;x
goblin;Goblin;Gobeline;Goblinisch;;;;;;;;;;;x
g_riverpaw;Riverpaw;;Flusspfotisch;;;;;;;;;;;x
g_redridge;Redridge;;Redridgeisch;;;;;;;;;;;x
g_drysnout;Drysnout;;Drysnoutisch;;;;;;;;;;;x
gnome_group;Gnomish;Gnome;Gnomisch;;;;;;;;;;;x
gnome;Gnomish;Gnome;Gnomisch;;;;;;;;;;;x
g_mosshide;Mosshide;;Mooshäutisch;;;;;;;;;;;x
fire_elemental;Fire Elemental;;Feuerelementarisch;;;;;;;;;;;x
tirassian;Kul Tiran;kultirassienne;Kul-tirisch;;;;;;;;;;;x
frostmane;Frostmane;Crins-de-givre;Frostmänisch;;;;;;;;;;;x
frostwolf;Frostwolf;loup-de-givre;Frostwölfisch;;;;;;;;;;;x
elf_group;Elven;Elfique;Elfisch;;;;;;;;;;;x
high_elf;Quel'dorei;Quel'dorei;Quel'doreiisch;;;;;;;;;;;x
blood_elf;Sin'dorei;Sin'dorei;Sin'doreiisch;;;;;;;;;;;x
scourge;Scourge;Fléau;Geißlisch;;;;;;;;;;;x
hozen_group;Hozen;Hozen;Hozenisch;;;;;;;;;;;x
jungle_hozen;Jungle Hozen;Hozenne;Hozenisch;;;;;;;;;;;x
dalaranian;Dalaranian;;Dalaranisch;;;;;;;;;;;x
