#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
k_ahnqiraj;Ahn'qiraj;Ahn'Qiraj;Ahn'qiraj;;Ahn'qiraj;;;;;;;;;x
k_ahnqiraj_adj;Ahn'qirajian;qiraji;ahn'qirajer;;;;;;;;;;;x
k_alterac;Alterac;Alterac;Alterac;;Alterac;;;;;;;;;x
k_alterac_adj;Alteracian;altérane;alteracer;;;;;;;;;;;x
k_ashenvale;Ashenvale;Orneval;Ashenvale;;Ashenvale;;;;;;;;;x
k_ashenvale_adj;Ashenvalean;ornevaléenne;ashenvaler;;;;;;;;;;;x
k_azshara;Azshara;Azshara;Azshara;;Azshara;;;;;;;;;x
k_azshara_adj;Azsharan;azsharane;azsharer;;;;;;;;;;;x
k_azuremyst;Azuremyst;Brume-Azur;Azuremyst;;Azuremyst;;;;;;;;;x
k_azuremyst_adj;Azuremystian;azuréenne;azuremyster;;;;;;;;;;;x
k_barrens;Barrens;Tarides;Barrens;;Barrens;;;;;;;;;x
k_barrens_adj;Barrensian;tarides;barrenser;;;;;;;;;;;x
k_black_morass;Black Morass;Morasses Noires;Black Morass;;Black Morass;;;;;;;;;x
k_black_morass_adj;Black Morassian;noire;Black Morasser;;;;;;;;;;;x
k_blackrock;Shadowforge;Ombreforge;Schattenschmiede;;Forjatiniebla;;;;;;;;;x
k_blackrock_adj;Shadowforge;ombreforge;schattenschmiedisch;;;;;;;;;;;x
k_booty_bay;Booty Bay;Baie-du-Butin;Booty Bay;;Booty Bay;;;;;;;;;x
k_booty_bay_adj;Booty Baian;baie-du-butin;Booty Baer;;;;;;;;;;;x
k_borean_tundra;Borean Tundra;Toundra Boréenne;Borean Tundra;;Borean Tundra;;;;;;;;;x
k_borean_tundra_adj;Borean Tundran;boréenne;Borean Tundrer;;;;;;;;;;;x
k_crystalsong_forest;Crystalsong;Chant de cristal;;;Canto de Cristal;;;;;;;;;x
k_crystalsong_forest_adj;Crystalsong;cristalline;;;cristalina;;;;;;;;;x
k_dalaran;Dalaran;Dalaran;Dalaran;;Dalaran;;;;;;;;;x
k_dalaran_adj;Dalaranian;dalaranienne;dalaraner;;;;;;;;;;;x
k_darkshore;Darkshore;Sombrivage;Darkshore;;Darkshore;;;;;;;;;x
k_darkshore_adj;Darkshorean;sombrivage;darkshorer;;;;;;;;;;;x
k_desolace;Desolace;Désolace;Desolace;;Desolace;;;;;;;;;x
k_desolace_adj;Desolacean;désolacéenne;desolacer;;;;;;;;;;;x
k_dragonblight;Dragonblight;Désolation des dragons;Dragonblight;;Dragonblight;;;;;;;;;x
k_dragonblight_adj;Dragonblightian;draconique;dragonblighter;;;;;;;;;;;x
k_draktharon;Drak'tharon;Drak'tharon;Drak'tharon;;Drak'tharon;;;;;;;;;x
k_draktharon_adj;Drak'tharonian;drak-tharonienne;drak'tharoner;;;;;;;;;;;x
k_dun_niffelem;Dun Niffelem;Dun Niffelem;Dun Niffelem;;Dun Niffelem;;;;;;;;;x
k_dun_niffelem_adj;Dun Niffeliam;dunniffelemienne;;;;;;;;;;;;x
k_durotan;Durotar;Durotar;Durotar;;Durotar;;;;;;;;;x
k_durotan_adj;Durotar;durotar;durotarisch;;Durotar;;;;;;;;;x
k_dustwallow;Dustwallow;Âprefange;Dustwallow;;Dustwallow;;;;;;;;;x
k_dustwallow_adj;Dustwallowian;âprefangienne;dustwallower;;;;;;;;;;;x
k_feralas;Feralas;Féralas;Feralas;;Feralas;;;;;;;;;x
k_feralas_adj;Feralasian;feralasienne;feralaser;;;;;;;;;;;x
k_frostmane;Frostmane;Crins-de-Givre;Frostmane;;Frostmane;;;;;;;;;x
k_frostmane_adj;Frostmanean;crins-de-givre;frostmaner;;;;;;;;;;;x
k_gilneas;Gilneas;Gilnéas;Gilneas;;Gilneas;;;;;;;;;x
k_gilneas_adj;Gilnean;gilnéenne;gilneisch;;Gilneano;;;;;;;;;x
k_gnomeregan;Gnomeregan;Gnomeregan;Gnomeregan;;Gnomeregan;;;;;;;;;x
k_gnomeregan_adj;Gnomereganian;gnomereganienne;gnomereganer;;;;;;;;;;;x
k_grizzly_hills;Grizzly Hills;Grisonnes;Grizzly Hills;;Grizzly Hills;;;;;;;;;x
k_grizzly_hills_adj;Grizzly Hillsian;grisonnes;Grizzly Hillser;;;;;;;;;;;x
k_gurubashi;Gurubashi;Gurubashi;Gurubashi;;Gurubashi;;;;;;;;;x
k_gurubashi_adj;Gurubashian;gurubashi;gurubasher;;;;;;;;;;;x
k_hillsbrad;Hillsbrad;Hautebrande;Hillsbrad;;Hillsbrad;;;;;;;;;x
k_hillsbrad_adj;Hillsbradian;hautebrandienne;hillsbrader;;;;;;;;;;;x
k_hinterlands;Hinterlands;Hinterlands;Hinterlands;;Hinterlands;;;;;;;;;x
k_hinterlands_adj;Hinterlandsian;hinterlandienne;hinterlandser;;;;;;;;;;;x
k_howling_fjord;Howling Fjord;Fjord Hurlant;Howling Fjord;;Howling Fjord;;;;;;;;;x
k_howling_fjord_adj;Howling Fjordian;fjordienne;Howling Fjorder;;;;;;;;;;;x
k_hyjal;Hyjal;Hyjal;Hyjal;;Hyjal;;;;;;;;;x
k_hyjal_adj;Hyjalian;hyjalienne;hyjaler;;;;;;;;;;;x
k_icecrown;Icecrown;Couronne de glace;Eiskrone;;Icecrown;;;;;;;;;x
k_icecrown_adj;Icecrownian;glacée;eiskronisch;;;;;;;;;;;x
k_ironforge;Ironforge;Forgefer;Ironforge;;Ironforge;;;;;;;;;x
k_ironforge_adj;Ironforgean;forgeferéenne;ironforger;;;;;;;;;;;x
k_isle_of_conquest;Isle of Conquest;Île de la Conquérants;Isle of Conquest;;Isle of Conquest;;;;;;;;;x
k_isle_of_conquest_adj;Isle of Conquestian;conquérante;Isle of Conquester;;;;;;;;;;;x
k_kezan;Kezan;Kezan;Kezan;;Kezan;;;;;;;;;x
k_kezan_adj;Kezanian;kezanienne;kezaner;;;;;;;;;;;x
k_kul_tiras;Kul Tiras;Kul Tiras;Kul Tiras;;Kul Tiras;;;;;;;;;x
k_kul_tiras_adj;Kul Tiran;kultirassienne;kultirisch;;Kul Tiras;;;;;;;;;x
k_lordaeron;Lordaeron;Lordaeron;Lordaeron;;Lordaeron;;;;;;;;;x
k_lordaeron_adj;Lordaeronian;lordaeronaise;lordaeroner;;;;;;;;;;;x
k_mechagon;Mechagon;Mécagone;Mechagon;;Mechagon;;;;;;;;;x
k_mechagon_adj;Mechagonian;mécagonienne;mechagoner;;;;;;;;;;;x
k_moonglade;Moonglade;Reflet-de-Lune;Moonglade;;Moonglade;;;;;;;;;x
k_moonglade_adj;Moongladean;Reflet-de-lunaire;moonglader;;;;;;;;;;;x
k_morlosaran;Morlos'aran;Morlos'aran;Morlos'aran;;Morlos'aran;;;;;;;;;x
k_morlosaran_adj;Morlos'aranian;morlos-aran;morlos'araner;;;;;;;;;;;x
k_mulgore;Mulgore;Mulgore;Mulgore;;Mulgore;;;;;;;;;x
k_mulgore_adj;Mulgorean;mulgoréenne;mulgorer;;;;;;;;;;;x
