#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# Common;;;;;;;;;;;;;;x
magocracy_emperor;Grand Archmagister;;Großer Erzmagier;;;;;;;;;;;x
magocracy_emperor_female;Grand Archmagistrix;;Große Erzmagierin;;;;;;;;;;;x
magocracy_empire_of;High Kingdom of;;Hochkönigreich von;;;;;;;;;;;x
magocracy_empire;High Kingdom;;Hochkönigreich;;;;;;;;;;;x
magocracy_king;Grand Magister;;Großmagister;;;;;;;;;;;x
magocracy_king_female;Grand Magistrix;;Großmagistrix;;;;;;;;;;;x
magocracy_kingdom_of;Kingdom of;;Königreich von;;;;;;;;;;;x
magocracy_kingdom;Kingdom;;Königreich;;;;;;;;;;;x
magocracy_duke;Magister;;Magister;;;;;;;;;;;x
magocracy_duke_female;Magistrix;;Magistrix;;;;;;;;;;;x
magocracy_duchy_of;Magocracy of;;Magokratie von;;;;;;;;;;;x
magocracy_duchy;Magocracy;;Magokratie;;;;;;;;;;;x
magocracy_count;Arcanist;;Arkanist;;;;;;;;;;;x
magocracy_count_female;Arcanist;;Arkanistin;;;;;;;;;;;x
magocracy_county_of;City of;;Stadt;;;;;;;;;;;x
magocracy_county;City;;Stadt;;;;;;;;;;;x
magocracy_baron;Archivist;;Archivist;;;;;;;;;;;x
magocracy_baron_female;Archivist;;Archivistin;;;;;;;;;;;x
magocracy_barony_of;Citadel of;;Zitadelle von;;;;;;;;;;;x
magocracy_barony;Citadel;;Zitadelle;;;;;;;;;;;x
